RMSE,MAE,SMAPE,R2,variant,test_battery
0.1036575687362063,0.08251422421631742,30.092097752637812,0.8738010765883801,NoSAN_TCN_3SVR,B0053
0.11876702230086035,0.09416696746181526,39.04785108431567,0.8343294364841614,PCA_TCN_3SVR,B0053
0.11155867741513861,0.09201475627235303,31.149002250509106,0.8538292999237471,WHITEN_TCN_3SVR,B0053
0.10372805796533364,0.08258070921328915,30.101803593235257,0.8736293826242659,SAN_noTCN_3SVR,B0053
0.20063687849262432,0.17128080662213652,50.44368592138926,0.5272025362035417,SAN_TCN_1SVR,B0053
0.10722924951103004,0.0885458569295397,30.521784838161707,0.863508023214272,SAN_TCN_3SVR,B0054
0.10183079283275588,0.08209701681620382,28.951619895389285,0.8769054454656133,NoSAN_TCN_3SVR,B0054
0.13726687856680936,0.1154330875131767,50.743768094115225,0.776327749857697,PCA_TCN_3SVR,B0054
0.09591390600577608,0.08073077825181116,28.958279784078435,0.8907946925228029,WHITEN_TCN_3SVR,B0054
0.0950487638515865,0.08268079042091477,29.152799548757244,0.8927558683982812,SAN_noTCN_3SVR,B0054
0.2067321614182994,0.16161679085720013,42.42103188264027,0.49266283077925943,SAN_TCN_1SVR,B0054
0.09661823487604125,0.08127567131102788,28.844720638699847,0.8887866337785755,SAN_TCN_3SVR,B0055
0.09467980144110097,0.08211410012874183,28.81094697059126,0.8932043741823621,NoSAN_TCN_3SVR,B0055
0.09674660375290224,0.08261854746137268,29.055229328838106,0.8884909169536714,PCA_TCN_3SVR,B0055
0.5469416845220244,0.4987765317287446,146.76605462568494,-2.5638616465695825,WHITEN_TCN_3SVR,B0055
0.09464351593132968,0.08205742285702514,28.773114130330775,0.8932862161613987,SAN_noTCN_3SVR,B0055
0.27175933365838395,0.22754956489818762,54.36852632670753,0.1201518482503392,SAN_TCN_1SVR,B0055
0.10042040121115985,0.08341356546028197,29.432419804700537,0.8798613652163954,SAN_TCN_3SVR,B0056
0.10466908669174477,0.08604120195016603,29.94713693199133,0.8694804230550888,NoSAN_TCN_3SVR,B0056
0.11509882904602112,0.09833673941014195,30.60300281807704,0.8421732553413055,PCA_TCN_3SVR,B0056
0.23695868394322103,0.2078623780793038,51.037113101740026,0.331064804902819,WHITEN_TCN_3SVR,B0056
0.1044190796729134,0.08719883463319617,28.579470920969577,0.8701031826730695,SAN_noTCN_3SVR,B0056
0.23955960020929573,0.19622099647204638,48.64132143048063,0.3162994215118121,SAN_TCN_1SVR,B0056
